CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,TAX,PTRATIO,B,LSTAT,MEDV
0.3625883155173058,-0.47905118652877415,1.028921420072099,-0.2712369486055105,1.458672039169542,-0.3930796123457565,0.9466478883921283,-0.9211614134175482,1.5441436803480857,0.7683273938335814,-0.4318826281972958,0.4015383111265026,14.2
-0.33891146936940014,-0.47905118652877415,-0.695818474728171,-0.2712369486055105,-0.40909930510748893,2.950780441125985,0.15679507749346241,0.015807948815949494,-0.5915065299825618,-0.5257470807881086,0.30749227027619513,-1.4110015291397253,41.7
-0.38946236665328077,-0.47905118652877415,0.41874033123939847,3.6868133384526796,-0.02846343873823577,-0.47197806920588,0.8927942876490375,-0.4370271778241425,-0.7759220077548461,-0.9879165360101406,0.4307401109287604,0.705683318336709,21.5
-0.39115646366298806,-0.47905118652877415,0.26510803808912226,-0.2712369486055105,-1.0287390875690634,0.008585258942139535,-0.859242856526185,0.3327114269682508,-0.05015786942521103,0.07507321100053334,0.277437291845906,-0.5245969360541249,21.4
0.6202433882769284,-0.47905118652877415,1.028921420072099,-0.2712369486055105,1.6534159708003227,-0.9367617059818748,0.8963845276985771,-0.9485481337516977,1.5441436803480857,0.7683273938335814,0.4307401109287604,1.3852145056171692,12.8
-0.3874353257225905,-0.47905118652877415,0.4230884150078024,-0.2712369486055105,-1.0287390875690634,0.5709160787451958,-1.3582862234121602,1.0282577841655176,-0.6985864848180817,-1.1727843180989528,0.4307401109287604,-0.8903929582393727,28.6
-0.3826489848454534,-0.47905118652877415,-0.1899913963371676,-0.2712369486055105,0.2813564524925507,-0.8220003141853327,-0.5361212520676398,-0.6792135757616735,-0.09180007408346878,0.30615793861154933,0.4307401109287604,-0.10400001166883988,21.8
-0.3893938193754313,-0.47905118652877415,2.4261056709859306,-0.2712369486055105,0.4938043779079478,-0.42607351248726316,0.5229995625464804,-0.8088949448700677,1.8118435674368856,0.7221104483113792,0.4307401109287604,0.0795830107012845,20.1
0.6774662206048202,-0.47905118652877415,1.028921420072099,-0.2712369486055105,1.2373721168618366,-0.6139952915540997,0.318355879722735,-1.099699928209164,1.5441436803480857,0.7683273938335814,-0.22800221481570823,2.356560497112827,6.3
-0.3948373436782995,0.35694113986846654,-1.1117851552388245,3.6868133384526796,-0.9765123059044447,1.9580944020858966,-0.6905015741978335,0.6711330425259551,-1.1328551905399125,-1.681170718843188,0.2083556996330026,-1.3370203111696752,46.0
-0.2019822975790039,-0.47905118652877415,1.2434268859800315,3.6868133384526796,0.45839639033871493,2.1833136334866103,1.050764849828771,-0.8419116878513071,-0.020413437526455493,-1.7736046098875948,0.3489860837806985,-1.4863527696647765,50.0
0.09267851275104631,-0.47905118652877415,1.028921420072099,-0.2712369486055105,1.918975877569569,0.16925120745729846,0.6845603647757529,-0.6140866188694887,1.5441436803480857,0.7683273938335814,0.18020719371508276,-0.6821495298792316,25.0
0.322583906553973,-0.47905118652877415,1.028921420072099,-0.2712369486055105,1.414412054708001,0.05305529826330039,0.5050483622987834,-0.5109331530812812,1.5441436803480857,0.7683273938335814,0.4307401109287604,0.16726445422134398,19.5
-0.3478672256230295,-0.47905118652877415,-0.15955480995833918,-0.2712369486055105,-0.08157542009208504,0.5092318306545542,0.48709716205108644,-0.23272415261364063,-0.6093531891218151,-0.06357762556607659,0.4307401109287604,-1.127406860254533,22.8
0.29409870442543246,-0.47905118652877415,1.028921420072099,-0.2712369486055105,0.2725044556002425,-0.16929489834250008,1.0220429294324558,-0.7630436587357164,1.5441436803480857,0.7683273938335814,-0.6249970791560935,1.5523572573272826,13.3
-0.39489501043585534,-0.47905118652877415,0.1346655250370009,-0.2712369486055105,0.17513248978485213,0.9984022631873147,0.7922675662619346,-0.7814128004232558,-0.7937686668940994,1.1380629580112074,0.4307401109287604,-0.9767043792044312,23.9
-0.34269680237952976,0.35694113986846654,-1.0190260348462048,-0.2712369486055105,0.19283648356946856,1.7070538575309613,-0.5863846127611912,-0.4452813635694524,-0.8473086443118594,-2.5592926837650487,0.35672411927207887,-1.3164699728446614,43.5
-0.3957371627065769,-0.47905118652877415,-1.100190265189747,-0.2712369486055105,-0.5684352491690368,1.1461575551253622,-0.20940940755955528,-0.18644345797230788,-0.8116153260333527,-0.34087929869929484,0.42131989380881935,-0.9684842438744256,28.7
-0.38311575916604707,-0.47905118652877415,2.123189168453783,-0.2712369486055105,0.24594846492331784,-0.42176996029489267,0.6989213249739107,-0.8647180507776547,-1.2994240091729437,0.25994099308934715,0.29751132594673296,0.27960630373142015,21.4
-0.39481340653365365,-0.47905118652877415,-0.8422039615977738,-0.2712369486055105,-0.3382833299690232,-0.4475912734491143,-0.3745604498383673,0.48042795336986527,-1.0852640995019036,0.7683273938335814,0.4307401109287604,-0.47664614662909244,18.7
-0.2653047495834655,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-1.0185291976369102,1.0471746097792312,-0.0035154339982153113,-0.5915065299825618,1.1380629580112074,0.20274842753779942,1.1303903103869966,13.6
-0.3953628728084784,-0.47905118652877415,0.26510803808912226,-0.2712369486055105,-1.0287390875690634,-0.06887868052052543,-0.546891972216258,0.5767585951027013,-0.05015786942521103,0.07507321100053334,0.3129873969294937,-0.05878926735380923,21.2
-0.3980786506737511,3.491912363858119,-1.381366348879875,-0.2712369486055105,-1.329706981907542,0.9969677457898575,-1.925544151239384,1.836022897853934,-0.0263623239062066,-0.7106148628769208,0.4307401109287604,-1.1246668151445314,34.9
-0.37703681247803505,0.04344401746950128,-0.45377514495367943,-0.2712369486055105,-0.2586153579382493,0.13912634211070632,0.9107454878967344,1.2125694577732171,-0.5677109844635574,-1.5425198822765787,0.3816204073747806,1.0522990247519435,15.0
-0.29395968782858556,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.6699414700549148,1.1153891707204797,0.1383325094746532,-0.5915065299825618,1.1380629580112074,0.4042737866394019,0.9742077391168906,14.5
0.356012129051878,-0.47905118652877415,1.028921420072099,-0.2712369486055105,1.2993360951079942,-0.8133932098005918,1.007681969234298,-0.8963988561816185,1.5441436803480857,0.7683273938335814,0.40304018677845704,0.5947114913816335,15.1
0.4173630307791465,-0.47905118652877415,1.028921420072099,-0.2712369486055105,1.414412054708001,0.19650703800897737,1.05435508987831,-0.7730631905652833,1.5441436803480857,0.7683273938335814,-0.6087359900800043,0.8961164534818377,13.0
-0.09485160671658095,-0.47905118652877415,1.028921420072099,-0.2712369486055105,-0.1877993827997836,-0.7431018573252105,-1.0279841388545365,0.13981158322092255,1.5441436803480857,0.7683273938335814,0.38610622505094355,-0.32183359791398747,21.8
-0.040158495356941944,-0.47905118652877415,1.2434268859800315,3.6868133384526796,2.8130275636926974,-1.2580936030121928,1.1153891707204797,-1.185009084929476,-0.020413437526455493,-1.7736046098875948,0.4307401109287604,1.925003392287535,13.4
-0.3671964699245392,-0.47905118652877415,-0.695818474728171,-0.2712369486055105,-0.43565529578441353,2.8489297059065546,0.3363070799704319,-0.43459386295124763,-0.5915065299825618,-0.5257470807881086,0.29784776227244547,-1.1822077624545706,44.8
0.0007413804265508092,-0.47905118652877415,1.028921420072099,-0.2712369486055105,1.458672039169542,-1.889281257893173,0.8066285264600924,-0.9795132583106925,1.5441436803480857,0.7683273938335814,-0.4761800777494014,0.16863447677634488,21.9
-0.3789332871652025,-0.47905118652877415,2.4261056709859306,-0.2712369486055105,0.4938043779079478,-1.7027939962237923,1.043584369729692,-0.945971682709809,1.8118435674368856,0.7221104483113792,-0.44926517169242575,2.3168298430178003,8.1
1.611194390377128,-0.47905118652877415,1.028921420072099,-0.2712369486055105,1.0160721945541324,-3.0727581107950126,1.1153891707204797,-1.2730855409170023,1.5441436803480857,0.7683273938335814,0.4307401109287604,3.4525785411135694,13.8
-0.3919028673551263,-0.47905118652877415,-0.027662935650083213,-0.2712369486055105,-1.2411870129844604,0.19650703800897737,-2.237895035549311,0.7071079329997334,-0.603404302742064,0.30615793861154933,0.28304456394110916,-0.8287419432643309,24.2
-0.39683391915216776,0.6913380704273628,0.5854168756948865,-0.2712369486055105,-0.7897351714767415,-0.04449188476376102,0.300404679475038,-0.09078078502810957,-0.8116153260333527,-0.15601151661048265,0.4307401109287604,-0.2985432144789717,20.6
0.16447362590810316,-0.47905118652877415,1.028921420072099,3.6868133384526796,1.918975877569569,-0.2195030072534874,0.5194093224969412,-0.5165154636720397,1.5441436803480857,0.7683273938335814,0.4142547309688634,-0.176611207083889,22.7
0.49075975652341547,-0.47905118652877415,1.028921420072099,-0.2712369486055105,1.414412054708001,-0.4934958301677312,0.40811188096121975,-0.4895581518448718,1.5441436803480857,0.7683273938335814,-3.9810615735770982,0.5714211079466179,13.5
